代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量(股)
000300.SH,沪深300,2005/1/4,994.77,994.77,980.66,982.79,4431.98,741286900
000300.SH,沪深300,2005/1/5,981.58,997.32,979.88,992.56,4529.21,711910900
000300.SH,沪深300,2005/1/6,993.33,993.79,980.33,983.17,3921.02,628802900
000300.SH,沪深300,2005/1/7,983.05,995.71,979.81,983.96,4737.47,729869400
000300.SH,沪深300,2005/1/10,983.76,993.96,979.79,993.88,3762.93,579169800
000300.SH,沪深300,2005/1/11,994.19,999.55,991.09,997.14,3704.08,584908000
000300.SH,沪深300,2005/1/12,996.65,996.98,989.26,996.75,3093.3,501452500
000300.SH,沪深300,2005/1/13,996.08,999.47,992.7,996.88,3842.17,604406600
000300.SH,沪深300,2005/1/14,996.62,1006.46,987.23,988.31,4162.92,729784200
000300.SH,沪深300,2005/1/17,979.11,981.53,965.08,967.45,4249.81,728818900
000300.SH,沪深300,2005/1/18,967.37,974.87,960.29,974.69,4117.94,731184800
000300.SH,沪深300,2005/1/19,974.33,974.33,965.26,967.21,3427.95,633809100
000300.SH,沪深300,2005/1/20,963.21,963.21,952.23,956.25,4399.35,772710700
000300.SH,沪深300,2005/1/21,954.46,984.27,943.44,982.6,8152.09,1445006000
000300.SH,沪深300,2005/1/24,1001.85,1001.85,986.24,998.13,8360.16,1435946200
000300.SH,沪深300,2005/1/25,995.64,997.95,985.24,997.78,6157.02,986252900
000300.SH,沪深300,2005/1/26,995.78,999.47,988.48,989.93,4719.44,766329000
000300.SH,沪深300,2005/1/27,987.34,987.7,973.77,974.63,4094.4,694536500
000300.SH,沪深300,2005/1/28,974.63,975.62,965.21,969.21,3280.95,574880700
000300.SH,沪深300,2005/1/31,965.79,965.79,953.14,954.88,3863.57,678870600
000300.SH,沪深300,2005/2/1,953.33,965.48,952.74,955.95,4275.71,743306700
000300.SH,沪深300,2005/2/2,956.7,1006.93,956.7,1006.91,10202.9,1705733900
000300.SH,沪深300,2005/2/3,1005.56,1014.19,992.16,993.22,10057.31,1697453900
000300.SH,沪深300,2005/2/4,992.25,1021.03,989.94,1016.86,9549.87,1573621500
000300.SH,沪深300,2005/2/16,1023.32,1033.25,1018.49,1023.58,7438.17,1213129300
000300.SH,沪深300,2005/2/17,1024.43,1024.43,1010.48,1020.61,5513.06,896829800
000300.SH,沪深300,2005/2/18,1020.12,1021.2,1005.63,1006.06,4817.73,813993900
000300.SH,沪深300,2005/2/21,1006.69,1025.66,1006.69,1025.63,6052.4,988609400
000300.SH,沪深300,2005/2/22,1026.84,1048.68,1024.53,1046.74,10922.78,1793784200
000300.SH,沪深300,2005/2/23,1046.81,1049.61,1036.63,1043.94,11231.94,1869693000
000300.SH,沪深300,2005/2/24,1042.25,1045.96,1034.73,1045.46,8993.75,1468178900
000300.SH,沪深300,2005/2/25,1046.27,1059.48,1045.98,1046.76,11489.96,1817000300
000300.SH,沪深300,2005/2/28,1046.21,1048.28,1035.04,1039.99,8190.1,1297104600
000300.SH,沪深300,2005/3/1,1039.35,1042.74,1031.17,1035.93,6288.79,996209000
000300.SH,沪深300,2005/3/2,1036.37,1045.76,1021,1021.32,8971.31,1422513600
000300.SH,沪深300,2005/3/3,1019.88,1028.4,1014.75,1027.71,5582.81,920308600
000300.SH,沪深300,2005/3/4,1027.93,1031.85,1022.18,1023.67,5383.87,817364200
000300.SH,沪深300,2005/3/7,1024.48,1031.34,1024.48,1029.87,5316.47,793295000
000300.SH,沪深300,2005/3/8,1033.79,1049.29,1032.85,1048.99,9851.28,1429579400
000300.SH,沪深300,2005/3/9,1051.26,1054.64,1041.98,1046.54,9877.62,1532748800
000300.SH,沪深300,2005/3/10,1046.69,1046.69,1019.63,1022.41,8380.55,1329595300
000300.SH,沪深300,2005/3/11,1021.08,1028.12,1016.93,1027.43,7654.56,1147638100
000300.SH,沪深300,2005/3/14,1027.18,1041.57,1014.93,1031.03,10229.43,1446608900
000300.SH,沪深300,2005/3/15,1030.86,1030.94,1011.64,1013.52,8091.21,1200749300
000300.SH,沪深300,2005/3/16,1011.85,1012.2,995.97,1003.07,7153.75,1062278300
000300.SH,沪深300,2005/3/17,1001.97,1004.82,992.12,992.86,6535.06,996901100
000300.SH,沪深300,2005/3/18,991.89,996.4,975.71,978.67,6314.99,965206000
000300.SH,沪深300,2005/3/21,977.3,983.18,973,981.89,4594.52,725256500
000300.SH,沪深300,2005/3/22,981.71,982.14,959.56,964.02,6955.31,1137571700
000300.SH,沪深300,2005/3/23,962.82,975.36,955.99,959.01,7092.06,1093005400
000300.SH,沪深300,2005/3/24,957.43,965.06,948.53,964.8,6446.64,926071500
000300.SH,沪深300,2005/3/25,964.25,966.97,959.06,962.96,4258.13,710732300
000300.SH,沪深300,2005/3/28,961.65,961.65,948.81,960.7,4141.66,666924600
000300.SH,沪深300,2005/3/29,960.42,968.12,954.74,955.19,4842.15,757737900
000300.SH,沪深300,2005/3/30,952.71,952.71,936.38,937.03,5459.38,895016400
000300.SH,沪深300,2005/3/31,934.85,942.37,928.34,942.2,4555.32,785944600
000300.SH,沪深300,2005/4/1,941.43,989.9,937.55,978.15,10109.4,1634750500
000300.SH,沪深300,2005/4/4,968.49,974.06,956.13,962.17,7296.5,1143509300
000300.SH,沪深300,2005/4/5,960.54,967.75,953.59,955.6,6069.51,953453700
000300.SH,沪深300,2005/4/6,955.6,977.86,948.95,973.67,9727.66,1428242100
000300.SH,沪深300,2005/4/7,975.97,1000.27,974.31,984.73,13260.56,2075421200
000300.SH,沪深300,2005/4/8,984.67,1003.7,979.53,1003.45,9151.35,1476252600
000300.SH,沪深300,2005/4/11,1003.88,1008.74,992.77,995.42,10436.23,1593606600
000300.SH,沪深300,2005/4/12,993.71,993.71,978.2,978.7,6479.56,1022619300
000300.SH,沪深300,2005/4/13,987.95,1006.5,987.95,1000.9,10029.6,1607168700
000300.SH,沪深300,2005/4/14,1004.64,1006.42,985.58,986.98,7813.43,1294571000
000300.SH,沪深300,2005/4/15,982.61,982.61,971.93,974.08,6541.68,1040895500
000300.SH,沪深300,2005/4/18,970.91,970.91,958.65,963.77,5329.14,859840000
000300.SH,沪深300,2005/4/19,962.92,968.87,957.91,965.89,5768.91,921262300
000300.SH,沪深300,2005/4/20,964.15,964.15,946.2,950.87,5300,885070500
000300.SH,沪深300,2005/4/21,948.86,955.55,938.6,943.98,6140.65,994614500
000300.SH,沪深300,2005/4/22,942.91,947.91,934.96,939.1,6373.55,1069188400
000300.SH,沪深300,2005/4/25,935.99,935.99,920.16,930.07,6667.3,1147047800
000300.SH,沪深300,2005/4/26,928.43,939.7,924.66,937.08,7029.37,1169047100
000300.SH,沪深300,2005/4/27,938.57,938.91,925.9,926.6,6432.85,1078061100
000300.SH,沪深300,2005/4/28,923.53,945.5,914.83,942.07,8315.81,1434348600
000300.SH,沪深300,2005/4/29,940.81,942.45,929.81,932.4,6853.19,1123541900
000300.SH,沪深300,2005/5/9,934.65,937.39,909.17,909.17,4889.7,852911500
000300.SH,沪深300,2005/5/10,905.54,913.39,892.31,913.08,5960.91,1049433100
000300.SH,沪深300,2005/5/11,911.84,917.22,900.44,901.85,5128.33,904204700
000300.SH,沪深300,2005/5/12,899.97,900.06,883.51,885.82,6107.33,1022872000
000300.SH,沪深300,2005/5/13,883.51,898.51,875.58,887.54,6228.42,1124490600
000300.SH,沪深300,2005/5/16,885.39,885.39,869.33,875.27,4630.09,822428800
000300.SH,沪深300,2005/5/17,873.08,888.28,868.21,881.46,4635.2,877227300
000300.SH,沪深300,2005/5/18,881.14,890.4,871.82,883.2,4615.41,787861000
000300.SH,沪深300,2005/5/19,882.84,888.02,871.29,884.17,4263.47,814958300
000300.SH,沪深300,2005/5/20,883.51,891.02,879.18,882.76,3835.48,722667600
000300.SH,沪深300,2005/5/23,880.28,880.28,862.1,863.34,3725.79,727979500
000300.SH,沪深300,2005/5/24,861.2,871.77,855.59,868.46,4777.97,920692900
000300.SH,沪深300,2005/5/25,867.66,876.31,861.66,868.45,3742.17,723855600
000300.SH,沪深300,2005/5/26,867.76,872.84,854.96,857.33,3470.05,662278600
000300.SH,沪深300,2005/5/27,855.6,864.96,848.4,849.51,4240.68,774998300
000300.SH,沪深300,2005/5/30,847.63,858.46,842.1,855.61,3712.12,697158300
000300.SH,沪深300,2005/5/31,856.56,863.2,853.29,855.95,3601.01,704782100
000300.SH,沪深300,2005/6/1,855.21,857.66,836.04,837.53,4274.08,790230200
000300.SH,沪深300,2005/6/2,835.47,835.49,812.99,818.38,5220.79,950865700
000300.SH,沪深300,2005/6/3,816.55,823.86,807.97,818.03,4164.75,793605600
000300.SH,沪深300,2005/6/6,816.73,839.15,807.78,839,4685.01,900918500
000300.SH,沪深300,2005/6/7,841.58,858.09,835.18,837.28,7248.58,1306706800
000300.SH,沪深300,2005/6/8,848.54,908.83,844.47,905.77,17414.54,3290783900
000300.SH,沪深300,2005/6/9,907.57,925.37,895.04,912.6,17782.39,3314184000
000300.SH,沪深300,2005/6/10,911.94,911.94,889.1,894.56,12006.76,2239150200
000300.SH,沪深300,2005/6/13,895,900.18,877.69,892.96,7944.06,1562800200
000300.SH,沪深300,2005/6/14,895.39,905.42,882.86,883.54,7692.07,1434357000
000300.SH,沪深300,2005/6/15,881.21,881.25,865.14,866.83,6272.31,1145405600
000300.SH,沪深300,2005/6/16,866.66,879.49,861.83,879.24,6115.27,1104968500
000300.SH,沪深300,2005/6/17,883.61,888.08,876.04,880.35,8285.46,1496300900
000300.SH,沪深300,2005/6/20,881.62,906.48,872.56,906.26,10290.89,1899208200
000300.SH,沪深300,2005/6/21,906.31,906.31,894.39,896.17,6890.94,1277478400
000300.SH,沪深300,2005/6/22,894.77,901.24,891.93,900.65,5882.4,1047813400
000300.SH,沪深300,2005/6/23,900.06,904.9,892.83,893.57,5465.03,950930800
000300.SH,沪深300,2005/6/24,892.06,898.67,888.4,898.3,4732.19,891873900
000300.SH,沪深300,2005/6/27,904.21,920.65,904.21,916.04,8903.49,1654540200
000300.SH,沪深300,2005/6/28,913.48,913.48,901.21,903.72,5536.1,1040221900
000300.SH,沪深300,2005/6/29,906.75,907.57,898.08,898.9,5752,1080674600
000300.SH,沪深300,2005/6/30,897.1,897.1,876.88,878.69,5597.95,1085547200
000300.SH,沪深300,2005/7/1,875.94,875.94,858.37,859.49,5086.73,1009459700
000300.SH,沪深300,2005/7/4,855.32,856.1,842.81,855.93,4026.1,884027700
000300.SH,沪深300,2005/7/5,853.68,856.74,845.36,849.68,4529.67,799268800
000300.SH,沪深300,2005/7/6,850.25,854.45,838.61,842.56,3627.27,689831400
000300.SH,沪深300,2005/7/7,841.75,848.02,839.28,844.73,2901.83,596246500
000300.SH,沪深300,2005/7/8,842.62,842.62,827.23,829.49,3447.79,722100000
000300.SH,沪深300,2005/7/11,837.86,850.66,822.52,824.1,4092.65,843900600
000300.SH,沪深300,2005/7/12,821.91,854.29,818.86,851.82,7519.25,1498987100
000300.SH,沪深300,2005/7/13,850.47,851.95,841.86,846.23,4674.02,939884200
000300.SH,沪深300,2005/7/14,844.94,856.1,843.18,849.59,4742.56,936196800
000300.SH,沪深300,2005/7/15,849.87,854.6,837.78,841,4203.94,888956300
000300.SH,沪深300,2005/7/18,839.22,840.01,829.68,833,3767.76,850000600
000300.SH,沪深300,2005/7/19,831.5,840.14,829.28,835.61,3622.93,789181800
000300.SH,沪深300,2005/7/20,835.3,844.71,832.14,842.64,3953.44,852647300
000300.SH,沪深300,2005/7/21,842.75,843.99,835.76,843.99,4118.5,836610100
000300.SH,沪深300,2005/7/22,847.54,867.17,842.99,859.69,10210.01,2163097600
000300.SH,沪深300,2005/7/25,858.33,860.95,854.28,856.86,5762.39,1181608000
000300.SH,沪深300,2005/7/26,856.19,880.03,856.19,876.48,10513.58,2182677600
000300.SH,沪深300,2005/7/27,876.94,894.03,876.04,894.01,9688.11,2040953700
000300.SH,沪深300,2005/7/28,893.88,901,888.5,890.89,10326.37,2062252700
000300.SH,沪深300,2005/7/29,889.41,892.29,883.38,888.16,6409.06,1339740600
000300.SH,沪深300,2005/8/1,887.72,897.29,885.85,891.61,5451.58,1180830900
000300.SH,沪深300,2005/8/2,892.13,903.65,888.4,903.6,6441.96,1429254700
000300.SH,沪深300,2005/8/3,905.18,919.28,903.76,909.57,11911.78,2578629800
000300.SH,沪深300,2005/8/4,907.42,909.83,901.63,904.15,6682.69,1451925600
000300.SH,沪深300,2005/8/5,904.04,923.81,903.94,923.8,9585.69,1912376500
000300.SH,沪深300,2005/8/8,926.57,933.15,923.57,927.47,11135.76,2160894400
000300.SH,沪深300,2005/8/9,926.97,933.39,919.11,933.09,9704.54,1953290700
000300.SH,沪深300,2005/8/10,933.26,940.37,926.28,940.37,10214.86,2151576300
000300.SH,沪深300,2005/8/11,940.79,953.99,939.39,953.99,14042.06,2707366600
000300.SH,沪深300,2005/8/12,954.72,959.27,933.99,938.32,14457.55,2916814400
000300.SH,沪深300,2005/8/15,937.71,954.5,936.11,954.5,10503.46,2043081300
000300.SH,沪深300,2005/8/16,955.27,959.34,939.92,945.06,12606.08,2386181800
000300.SH,沪深300,2005/8/17,943.41,953.34,930.33,953.01,10910.46,2145776900
000300.SH,沪深300,2005/8/18,954.16,956.84,919.12,920.67,15916.42,3185532700
000300.SH,沪深300,2005/8/19,918.09,927.32,910.08,923.04,10881.5,2224267900
000300.SH,沪深300,2005/8/22,923.11,933.35,919.22,931.67,7745.84,1603101000
000300.SH,沪深300,2005/8/23,931.81,931.81,915.03,923.41,7508.83,1540648800
000300.SH,沪深300,2005/8/24,923.56,935.23,923.56,930.65,7736.51,1595974700
000300.SH,沪深300,2005/8/25,930.98,933.2,920.61,930.12,7604.87,1629205700
000300.SH,沪深300,2005/8/26,930.25,930.33,921.84,928.26,7186.2,1542980400
000300.SH,沪深300,2005/8/29,928.34,928.34,913.77,917.37,7137.71,1546226100
000300.SH,沪深300,2005/8/30,916.09,920.21,912.84,914.88,5858.44,1243817000
000300.SH,沪深300,2005/8/31,915.12,928.21,911.51,927.92,7034.28,1462363000
000300.SH,沪深300,2005/9/1,928.52,944.95,926.06,944.56,10558.68,2230638400
000300.SH,沪深300,2005/9/2,945.98,947.92,941.31,947.87,8864.77,1861443800
000300.SH,沪深300,2005/9/5,949.08,952.99,944.63,952.72,8242.23,1784331800
000300.SH,沪深300,2005/9/6,953.41,956.3,934.97,936.61,10583.99,2122225500
000300.SH,沪深300,2005/9/7,934.99,952.9,932.65,952.76,9956.81,1960846600
000300.SH,沪深300,2005/9/8,954.27,958.87,947.71,955.28,11753.26,2242439300
000300.SH,沪深300,2005/9/9,955.11,959.9,946.02,949.07,7924.19,1621931000
000300.SH,沪深300,2005/9/12,949.78,952.55,945.4,949.51,5610.13,1167261300
000300.SH,沪深300,2005/9/13,949.58,963.92,948.13,963.77,7999.03,1657943100
000300.SH,沪深300,2005/9/14,964.97,970.26,961.64,970.19,9942.63,1995829100
000300.SH,沪深300,2005/9/15,970.58,970.96,965.66,969.6,8098.16,1637767900
000300.SH,沪深300,2005/9/16,969.62,970.37,964.29,967.5,6989.33,1397857100
000300.SH,沪深300,2005/9/19,967.44,971.99,964.26,971.14,7427.48,1473742100
000300.SH,沪深300,2005/9/20,971.38,971.65,957.12,961.92,9189.44,1863660400
000300.SH,沪深300,2005/9/21,961.37,961.37,943.82,944.41,8760.46,1854189500
000300.SH,沪深300,2005/9/22,942.73,942.73,914.23,923.27,8625.59,1811552500
000300.SH,沪深300,2005/9/23,921.51,927.42,914.81,916.15,5549.88,1154764400
000300.SH,沪深300,2005/9/26,915.84,919.65,913.61,918.49,4398.43,883624100
000300.SH,沪深300,2005/9/27,918.87,921.13,903.39,904.21,5576.1,1108605600
000300.SH,沪深300,2005/9/28,903.33,910.33,901.38,903.72,4331.48,885031000
000300.SH,沪深300,2005/9/29,904.28,915.98,904.28,915.98,5798.24,1193897800
000300.SH,沪深300,2005/9/30,916.59,918.66,913.45,917.39,4529.47,900143300
000300.SH,沪深300,2005/10/10,917.21,917.21,906.88,907.32,3665.62,715845100
000300.SH,沪深300,2005/10/11,906.63,919.8,904.05,919.72,4032.54,775829500
000300.SH,沪深300,2005/10/12,920.45,926.09,917.38,923.49,6653.23,1220885200
000300.SH,沪深300,2005/10/13,923.43,926.01,916.28,916.5,6021.81,1082890400
000300.SH,沪深300,2005/10/14,916.34,917.89,902.81,904.83,5568.05,1012394000
000300.SH,沪深300,2005/10/17,903.27,903.27,892.36,897.62,5516.48,1055250600
000300.SH,沪深300,2005/10/18,897.37,903,895.62,902.37,5850,1136631700
000300.SH,沪深300,2005/10/19,902.04,907.88,897.05,898.74,5474.1,1103304800
000300.SH,沪深300,2005/10/20,898.89,900.13,889.57,899.92,6082.55,1260872500
000300.SH,沪深300,2005/10/21,899.65,907.79,897.99,904.41,5645.1,1136458800
000300.SH,沪深300,2005/10/24,905.13,908.45,900.23,906.65,4674.78,921898200
000300.SH,沪深300,2005/10/25,905.97,905.97,893.61,894.27,5687.11,1121340100
000300.SH,沪深300,2005/10/26,892.62,892.62,873.9,875.82,5911.8,1216712300
000300.SH,沪深300,2005/10/27,873.47,879.67,869.72,875.85,5881.85,1190858800
000300.SH,沪深300,2005/10/28,875.86,880.21,859.69,867.73,5565.27,1197337600
000300.SH,沪深300,2005/10/31,866.62,878.41,866.15,876.28,4954.8,1044365100
000300.SH,沪深300,2005/11/1,875.96,875.96,862.69,872.87,4762.51,1008274500
000300.SH,沪深300,2005/11/2,873.39,884.94,873.39,882.48,6115.39,1310497300
000300.SH,沪深300,2005/11/3,882.19,885.68,872.11,874.58,5843.19,1217918200
000300.SH,沪深300,2005/11/4,873.35,878.36,869.68,878.36,4570.24,956731000
000300.SH,沪深300,2005/11/7,877.62,877.62,870.08,877.28,3758.3,771325900
000300.SH,沪深300,2005/11/8,876.43,881.9,870.96,881.52,4617.26,1012876100
000300.SH,沪深300,2005/11/9,881.51,884.94,878.68,879.25,5544.78,1177440500
000300.SH,沪深300,2005/11/10,878.63,878.63,862.09,862.97,5071.6,1085377100
000300.SH,沪深300,2005/11/11,861.22,867.33,857.79,864.79,4221.48,921972000
000300.SH,沪深300,2005/11/14,864.08,864.25,858.34,862.15,2924.32,627167400
000300.SH,沪深300,2005/11/15,862.07,867.46,853.86,856.64,4158.74,825247800
000300.SH,沪深300,2005/11/16,855.45,863.17,847.49,863.12,4185.38,906613800
000300.SH,沪深300,2005/11/17,863.08,865.79,859,862.66,4120.5,881163700
000300.SH,沪深300,2005/11/18,862.58,886.58,862.4,882.24,8353.93,1759780300
000300.SH,沪深300,2005/11/21,882.79,886.11,880.3,883.87,4897.26,1025996300
000300.SH,沪深300,2005/11/22,883.93,883.93,869.53,869.62,4500.6,1059723600
000300.SH,沪深300,2005/11/23,868.01,876.82,866.19,876.23,3944.07,991692000
000300.SH,沪深300,2005/11/24,875.83,885.75,874.88,881.49,6102.43,1462900800
000300.SH,沪深300,2005/11/25,881.25,884.16,877.26,884.11,5127.95,1300354600
000300.SH,沪深300,2005/11/28,883.24,886.74,877.64,880.17,4239.1,973973500
000300.SH,沪深300,2005/11/29,879.25,879.25,870.56,871.31,3597.36,841499400
000300.SH,沪深300,2005/11/30,870.45,873.93,866.98,873.83,3676.85,804073800
000300.SH,沪深300,2005/12/1,873.47,877.31,870.7,873.07,3355.7,706923500
000300.SH,沪深300,2005/12/2,872.93,875.83,866.37,869.94,3937.21,849202100
000300.SH,沪深300,2005/12/5,869.43,869.43,858.86,859.61,4606.55,1028689700
000300.SH,沪深300,2005/12/6,858.11,867.19,855.72,866.08,4737.14,1030351400
000300.SH,沪深300,2005/12/7,865.72,874,865.02,873.84,4368.78,984295500
000300.SH,沪深300,2005/12/8,874.13,877.97,870.12,874.06,5018.81,1025917400
000300.SH,沪深300,2005/12/9,873.69,887.57,871.26,887.36,5793.09,1271952600
000300.SH,沪深300,2005/12/12,887.06,890.69,884.26,888.52,5082.26,1069928000
000300.SH,沪深300,2005/12/13,888,889.22,880.74,889.1,5148.22,1054723800
000300.SH,沪深300,2005/12/14,888.6,899.01,884.37,898.15,6757.24,1386837600
000300.SH,沪深300,2005/12/15,898.38,904.01,895.17,896.43,7498.12,1625978200
000300.SH,沪深300,2005/12/16,895.83,902.75,894.1,902.56,5418.47,1145210700
000300.SH,沪深300,2005/12/19,902.05,904.47,898.79,902.91,4380.56,993632700
000300.SH,沪深300,2005/12/20,902.75,907.32,899.66,907.32,4665.76,1029465900
000300.SH,沪深300,2005/12/21,907.05,910.93,902.11,903.14,4892.87,1027397600
000300.SH,沪深300,2005/12/22,902.37,909.06,900.66,908.75,4441.39,894702600
000300.SH,沪深300,2005/12/23,908.96,915.89,908.51,915.89,5799.05,1190699900
000300.SH,沪深300,2005/12/26,916.67,925.01,916.41,922.38,7501.78,1534265000
000300.SH,沪深300,2005/12/27,922.44,922.44,916.01,919.36,5640.64,1205035900
000300.SH,沪深300,2005/12/28,919.05,920.98,915.12,920.92,5731.26,1213103200
000300.SH,沪深300,2005/12/29,921.14,932.03,921.14,932.03,8798.04,1725495900
000300.SH,沪深300,2005/12/30,933.45,934,921.83,923.45,8517.98,1560025100
000300.SH,沪深300,2006/1/4,926.56,941.43,926.41,941.43,11442.61,2112689900
000300.SH,沪深300,2006/1/5,943.85,959.63,942.31,959.13,14693.49,2731174300
000300.SH,沪深300,2006/1/6,961.92,975.63,956.04,970.03,16170.99,3028636800
000300.SH,沪深300,2006/1/9,971.09,976.27,966.05,975.25,12626.4,2432955200
000300.SH,沪深300,2006/1/10,975.28,978.28,964.43,978.15,12344.02,2273530200
000300.SH,沪深300,2006/1/11,977.64,983.39,963.39,973.48,13488.35,2652413800
000300.SH,沪深300,2006/1/12,972.39,984.08,968.54,983.72,11028.18,2189668000
000300.SH,沪深300,2006/1/13,985.04,988.11,973.69,978.81,11215.63,2228186100
000300.SH,沪深300,2006/1/16,977.89,977.89,960.88,961.44,9896.15,2030521500
000300.SH,沪深300,2006/1/17,959.4,965.98,952.23,964.29,8076.12,1603727600
000300.SH,沪深300,2006/1/18,964.16,984.67,963.08,983.62,10389.84,2082351800
000300.SH,沪深300,2006/1/19,985.23,992.27,978.28,991.22,12714.86,2645560900
000300.SH,沪深300,2006/1/20,991.57,994.5,987.06,993.34,12929.89,2614706200
000300.SH,沪深300,2006/1/23,993.74,997.33,989.34,996.16,11459.29,2254601900
000300.SH,沪深300,2006/1/24,997.79,1006.15,993.39,999.09,13914.24,2419799100
000300.SH,沪深300,2006/1/25,998.83,1009.65,989.51,1009.6,11644.2,2180075800
000300.SH,沪深300,2006/2/6,1013.43,1033.35,1012.81,1033.23,13466.98,2503877100
000300.SH,沪深300,2006/2/7,1034.68,1038.5,1019.94,1029.94,17669.26,3295478700
000300.SH,沪深300,2006/2/8,1028.45,1033.4,1022.94,1033.07,13692.52,2698672900
000300.SH,沪深300,2006/2/9,1033.19,1033.19,1017.05,1019.6,12115.07,2383960100
000300.SH,沪深300,2006/2/10,1019.42,1032.6,1018.48,1032.34,11411.75,2202445300
000300.SH,沪深300,2006/2/13,1034.38,1034.64,1021.84,1031.61,11454.7,2215729800
000300.SH,沪深300,2006/2/14,1032.65,1038.81,1030.46,1038.53,9730.56,1855622000
000300.SH,沪深300,2006/2/15,1040.33,1048.34,1038.74,1041.66,12747.81,2478462800
000300.SH,沪深300,2006/2/16,1041.67,1041.67,1019.21,1020.12,13407.18,2615989200
000300.SH,沪深300,2006/2/17,1020.06,1028.57,1015.99,1020.37,10774.13,2102687500
000300.SH,沪深300,2006/2/20,1020.74,1030.05,1020.02,1021.64,10303.3,1881888300
000300.SH,沪深300,2006/2/21,1020.98,1038.94,1014.66,1038.82,13180.22,2367803900
000300.SH,沪深300,2006/2/22,1039.65,1046.45,1036.38,1037.89,13435.06,2538070400
000300.SH,沪深300,2006/2/23,1038.25,1041.59,1029.25,1041.37,10259.76,1978503700
000300.SH,沪深300,2006/2/24,1041.97,1049.69,1041.97,1049.44,10286.38,1967610400
000300.SH,沪深300,2006/2/27,1055.95,1057.22,1045.97,1047.85,12520.44,2287209900
000300.SH,沪深300,2006/2/28,1046.71,1053.72,1033.66,1053.01,10427.83,1935326700
000300.SH,沪深300,2006/3/1,1051.76,1057.69,1049.64,1056.62,10518.42,1942573000
000300.SH,沪深300,2006/3/2,1055.86,1056.05,1034.68,1038.67,13748.69,2487786100
000300.SH,沪深300,2006/3/3,1037.99,1043.42,1029.56,1041.68,11437.14,2120053900
000300.SH,沪深300,2006/3/6,1041.66,1044.42,1036.11,1038.87,9091.2,1787096300
000300.SH,沪深300,2006/3/7,1037.93,1037.98,1013.14,1014.97,9676.51,1933651600
000300.SH,沪深300,2006/3/8,1012.58,1014.97,999.93,1009.27,8818.08,1746305500
000300.SH,沪深300,2006/3/9,1006.97,1010.91,1002.2,1004.34,6640.05,1273509900
000300.SH,沪深300,2006/3/10,1004.75,1011.76,1004.69,1008.9,6337.83,1188798300
000300.SH,沪深300,2006/3/13,1008.8,1020.88,1008.51,1019.86,6101.94,1176591100
000300.SH,沪深300,2006/3/14,1020.47,1021.65,1012.11,1018.27,5861.6,1134803000
000300.SH,沪深300,2006/3/15,1018.15,1028.96,1017.08,1028.96,7822.3,1484206800
000300.SH,沪深300,2006/3/16,1028.96,1029.81,1025.52,1027.62,7936.36,1478433900
000300.SH,沪深300,2006/3/17,1027.64,1029.56,1021.08,1024.02,7945.18,1500192400
000300.SH,沪深300,2006/3/20,1024.5,1037.91,1019.65,1037.66,8246.32,1538991200
000300.SH,沪深300,2006/3/21,1037.95,1047.05,1036.23,1040.76,10271.58,1907766200
000300.SH,沪深300,2006/3/22,1041.14,1047.94,1036.71,1047.67,10034.54,1864057500
000300.SH,沪深300,2006/3/23,1047.35,1049.33,1042.83,1048.54,10825.05,2046788500
000300.SH,沪深300,2006/3/24,1049.12,1051.76,1041.23,1042.6,11031.9,2009823700
000300.SH,沪深300,2006/3/27,1042.63,1050.71,1037.08,1050.71,9201.79,1713407000
000300.SH,沪深300,2006/3/28,1050.07,1056.52,1048.64,1055.98,10630.51,2227399900
000300.SH,沪深300,2006/3/29,1058.74,1074.04,1057.68,1065.29,15882.11,3052634500
000300.SH,沪深300,2006/3/30,1065.84,1067.99,1055.14,1055.63,12089.93,2201249400
000300.SH,沪深300,2006/3/31,1053.85,1061.47,1050.22,1061.09,12045.67,2227619000
000300.SH,沪深300,2006/4/3,1061.96,1079.37,1061.96,1079.32,15703.16,2772976100
000300.SH,沪深300,2006/4/4,1080.86,1089.37,1076.2,1089.37,17525.22,3114875700
000300.SH,沪深300,2006/4/5,1091.18,1100.56,1089.55,1099.97,18539.59,3293691400
000300.SH,沪深300,2006/4/6,1102.54,1109.68,1097.32,1103.24,19687.81,3616704900
000300.SH,沪深300,2006/4/7,1102.94,1105.1,1091.89,1103.15,17760.1,3257086000
000300.SH,沪深300,2006/4/10,1104.32,1118.08,1100.69,1117.91,17246.47,3206752000
000300.SH,沪深300,2006/4/11,1120.16,1126.09,1112.01,1123.31,19796.71,3560752000
000300.SH,沪深300,2006/4/12,1123.78,1123.78,1116.15,1117.07,15991.14,3033384500
000300.SH,沪深300,2006/4/13,1116.84,1122.39,1093.51,1093.93,17190.09,3382414600
000300.SH,沪深300,2006/4/14,1091.69,1118.67,1091.67,1118.61,16782.53,3352796200
000300.SH,沪深300,2006/4/17,1120.19,1129.15,1114.53,1124.41,18349.16,3570454800
000300.SH,沪深300,2006/4/18,1127.51,1135.45,1119.27,1131.28,17403.46,3231722300
000300.SH,沪深300,2006/4/19,1135.61,1140.41,1125.2,1138.24,19364.96,3432289800
000300.SH,沪深300,2006/4/20,1139.64,1142.54,1127.09,1134.38,21561.23,3788565100
